ID,Mission Date,Operation,Country,SERVICE,Unit,Mission design series aircraft,Mission Number,Time of Day,Departure,Number of Planes Attacking,Call Sign,Weapons Expendend,Weapon Type,Weapon Weight,Bomb Load,Latitude,Longitude,Target Location,Target Country,Target Type,Launching Base,Base Latitude,Base Longitude,Bomb Damage Assessment,Enemy Action,Route Details,ISR COLLECTED,Friendly Casualties,WEATHER,Altitude,Date of Record
590,10/10/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,73,,10/10/1918 7:40:00,6,,10,155 mm Demolition,1100,183.3333333,49.395298,5.193127,Dun-sur-Meuse,France,Town,Maulan,48.67381826,5.24807453,Bursts in north of town and cut road north of town,Antiaircraft not very active and inaccurate,"""Ligny, XXXX, XXXX, XXXX, XXXX, Villers,Charney, Dun-sur-Mer, Bar-le-Duc, Maulan""","""About 40 Spads met formation.  Formation of XXXX passed in toward objective about 0810.  The formation had to circle around obj. twice on account of heavy clouds.  1 balloon seen, probably American or allied northeast of Baumont - also one seen , probably""",None,Cloudy,14300,6/10/2016
591,10/10/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,73,,10/10/1918 7:40:00,6,,14,115 mm,616,102.6666667,49.395298,5.193127,Dun-sur-Meuse,France,Town,Maulan,48.67381826,5.24807453,Bursts in north of town and cut road north of town,Antiaircraft not very active and inaccurate,"""Ligny, XXXX, XXXX, XXXX, XXXX, Villers,Charney, Dun-sur-Mer, Bar-le-Duc, Maulan""","""About 40 Spads met formation.  Formation of XXXX passed in toward objective about 0810.  The formation had to circle around obj. twice on account of heavy clouds.  1 balloon seen, probably American or allied northeast of Baumont - also one seen , probably""",None,Cloudy,14300,6/10/2016
592,10/10/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,73,,10/10/1918 7:40:00,6,,10,90 mm incendiary,198,33,49.395298,5.193127,Dun-sur-Meuse,France,Town,Maulan,48.67381826,5.24807453,Bursts in north of town and cut road north of town,Antiaircraft not very active and inaccurate,"""Ligny, XXXX, XXXX, XXXX, XXXX, Villers,Charney, Dun-sur-Mer, Bar-le-Duc, Maulan""","""About 40 Spads met formation.  Formation of XXXX passed in toward objective about 0810.  The formation had to circle around obj. twice on account of heavy clouds.  1 balloon seen, probably American or allied northeast of Baumont - also one seen , probably""",None,Cloudy,14300,6/10/2016
593,10/10/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,73,,10/10/1918 7:40:00,6,,325,rounds,8.0795,1.346583333,49.395298,5.193127,Dun-sur-Meuse,France,Town,Maulan,48.67381826,5.24807453,Bursts in north of town and cut road north of town,Antiaircraft not very active and inaccurate,"""Ligny, XXXX, XXXX, XXXX, XXXX, Villers,Charney, Dun-sur-Mer, Bar-le-Duc, Maulan""","""About 40 Spads met formation.  Formation of XXXX passed in toward objective about 0810.  The formation had to circle around obj. twice on account of heavy clouds.  1 balloon seen, probably American or allied northeast of Baumont - also one seen , probably""",None,Cloudy,14300,6/10/2016
594,10/10/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,74,,10/10/1918 11:07:00,10,,40,115 mm Long,1760,176,49.395894,5.110568,Villers-devant-Dun,France,Town,Maulan,48.67381826,5.24807453,"""Covered the town completely, baby incendiaries dropped short and exploded in field""",Antiaircraft not very active and inaccurate.  5 or 6 Fokkers at 1225 near objective were driven away by our formation.,"""Ligny, Bar-le-Duc, Montfaucon, Villers, Breulles, Verdun""","""About 40 Spads met and followed  formation.  Our formation coming out met Liberty formation going in towards objective.  50 cars were seen in the yards of Dun(?).  Fires seen in a group of towns south of Grand Pre, also beyond Vouziers.""",None,Good,13650,6/10/2016
595,10/10/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,74,,10/10/1918 11:07:00,10,,8,155 mm Demolition,880,88,49.395894,5.110568,Villers-devant-Dun,France,Town,Maulan,48.67381826,5.24807453,"""Covered the town completely, baby incendiaries dropped short and exploded in field""",Antiaircraft not very active and inaccurate.  5 or 6 Fokkers at 1225 near objective were driven away by our formation.,"""Ligny, Bar-le-Duc, Montfaucon, Villers, Breulles, Verdun""","""About 40 Spads met and followed  formation.  Our formation coming out met Liberty formation going in towards objective.  50 cars were seen in the yards of Dun(?).  Fires seen in a group of towns south of Grand Pre, also beyond Vouziers.""",None,Good,13650,6/10/2016
596,10/10/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,74,,10/10/1918 11:07:00,10,,14,90 mm incendiary,277.2,27.72,49.395894,5.110568,Villers-devant-Dun,France,Town,Maulan,48.67381826,5.24807453,"""Covered the town completely, baby incendiaries dropped short and exploded in field""",Antiaircraft not very active and inaccurate.  5 or 6 Fokkers at 1225 near objective were driven away by our formation.,"""Ligny, Bar-le-Duc, Montfaucon, Villers, Breulles, Verdun""","""About 40 Spads met and followed  formation.  Our formation coming out met Liberty formation going in towards objective.  50 cars were seen in the yards of Dun(?).  Fires seen in a group of towns south of Grand Pre, also beyond Vouziers.""",None,Good,13650,6/10/2016
597,10/10/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,74,,10/10/1918 11:07:00,10,,2,155 mm Penetration,220,22,49.395894,5.110568,Villers-devant-Dun,France,Town,Maulan,48.67381826,5.24807453,"""Covered the town completely, baby incendiaries dropped short and exploded in field""",Antiaircraft not very active and inaccurate.  5 or 6 Fokkers at 1225 near objective were driven away by our formation.,"""Ligny, Bar-le-Duc, Montfaucon, Villers, Breulles, Verdun""","""About 40 Spads met and followed  formation.  Our formation coming out met Liberty formation going in towards objective.  50 cars were seen in the yards of Dun(?).  Fires seen in a group of towns south of Grand Pre, also beyond Vouziers.""",None,Good,13650,6/10/2016
598,10/10/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,74,,10/10/1918 11:07:00,10,,475,rounds,11.8085,1.18085,49.395894,5.110568,Villers-devant-Dun,France,Town,Maulan,48.67381826,5.24807453,"""Covered the town completely, baby incendiaries dropped short and exploded in field""",Antiaircraft not very active and inaccurate.  5 or 6 Fokkers at 1225 near objective were driven away by our formation.,"""Ligny, Bar-le-Duc, Montfaucon, Villers, Breulles, Verdun""","""About 40 Spads met and followed  formation.  Our formation coming out met Liberty formation going in towards objective.  50 cars were seen in the yards of Dun(?).  Fires seen in a group of towns south of Grand Pre, also beyond Vouziers.""",None,Good,13650,6/10/2016
599,10/10/1918,Argonne-Meuse,USA,USAAS,20th Aero Squadron,Liberty DH 4,74,,10/10/1918 11:20:00,11,,22,155 mm Demolition,2420,220,49.395894,5.110568,Villers-devant-Dun,France,Town,Maulan,48.67381826,5.24807453,"""Bursts observed in the center of Villers, Direct hits were made on town.""","""Antiaircraft was light and inaccurate.  7 Fokkers encountered at 12:20 13,000 ft near Ainereville.  EA had red noses, black fuselages with light colored bellies.  Attacked aggressively from the rear.  The fight lasted about 15 minutes during which tim eht""","""Bar-le-duc, Clermont,m and Argonne, Villers, Bantheville, Maulan""",None,2nd Lieut. Samuel C. XXXXX (O) received 2 wounds in the legs 2nd Lieut Christian received a tracer bullet wound in the leg. (Both men were observers).  1st Lt Petten (P) & 1st Lt Wilmer (O) were forced to land with steam coming from radiator headed into G,Hazy over objective,13000,6/10/2016
600,10/10/1918,Argonne-Meuse,USA,USAAS,20th Aero Squadron,Liberty DH 4,74,,10/10/1918 11:20:00,11,,1500,rounds,36.45,3.313636364,49.395894,5.110568,Villers-devant-Dun,France,Town,Maulan,48.67381826,5.24807453,"""Bursts observed in the center of Villers, Direct hits were made on town.""","""Antiaircraft was light and inaccurate.  7 Fokkers encountered at 12:20 13,000 ft near Ainereville.  EA had red noses, black fuselages with light colored bellies.  Attacked aggressively from the rear.  The fight lasted about 15 minutes during which tim eht""","""Bar-le-duc, Clermont,m and Argonne, Villers, Bantheville, Maulan""",None,2nd Lieut. Samuel C. XXXXX (O) received 2 wounds in the legs 2nd Lieut Christian received a tracer bullet wound in the leg. (Both men were observers).  1st Lt Petten (P) & 1st Lt Wilmer (O) were forced to land with steam coming from radiator headed into G,Hazy over objective,13000,6/10/2016
601,10/10/1918,Argonne-Meuse,USA,USAAS,11th Aero Squadron,,74,,10/10/1918 11:25:00,8,,16,155 mm Demolition,1760,220,49.395894,5.110568,Villers-devant-Dun,France,Town,Maulan,48.67381826,5.24807453,Bursts observed on Villers Devant Dun,None,Bar-le-Duc north to Obj and return.,None,None,Fair,11500,6/10/2016
602,10/10/1918,Argonne-Meuse,USA,USAAS,11th Aero Squadron,,75,,10/10/1918 14:05:00,11,,20,155 mm Demolition,2200,200,49.395882,5.006367,Bayonville,France,Town,Maulan,48.67381826,5.24807453,Bursts observed directly in town of Bayonville,"""Antiaircraft slight.  Phosphorous archie very active and accurate.  5 Fokker D.7 seen 15:55 at 14,000 ft just south of Bayonville.  Two enemy planes were seen to go down in flames with the Spads following them.""",,,None,Poor,14000,6/10/2016
603,10/10/1918,,UK,RAF,No. 99 Sqdn,Airco DH9A Day Bomber,,,Day,8,,,,1822,227.75,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
604,10/10/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,12,,,,2724,227,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
605,10/10/1918,,UK,RAF,No. 100 Sqdn,Hadley Page O/400,,,Night,1,,,,1792,1792,49.356794,6.167606,Thionville,France,Railways,Xaffévillers,48.41122886,6.5995216,,,,,0,,8700,6/10/2016
606,10/10/1918,,UK,RAF,No. 115 Sqdn,Hadley Page O/400,,,Night,0,,,,0,,49.115461,6.175875,"""Metz-Sablon, Longuyon""",France,Railways,Roville-aux-Chênes,48.382848,6.62454128,,,,,0,,10000,6/10/2016
607,10/10/1918,,UK,RAF,No. 215 Sqdn,Hadley Page O/400,,,Night,2,,,,4084,2042,49.115461,6.175875,Frescaty,France,Aerodrome,Xaffévillers,48.41122886,6.5995216,,,,,0,,10000,6/10/2016
608,10/10/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/400,,,Night,2,,,,3136,1568,49.762085,4.726096,"""Mezieres, Rombach""",Switzerland,"""Railways, Factories""",Roville-aux-Chênes,48.382848,6.62454128,,,,,0,,10000,6/10/2016
609,10/10/1918,,USA,USAAS,1st Pursuit Wing,Spad XIII,,,,,,106,50 Kg,11660,,,,,France,,Lisle-en-Barrois,48.896582,5.125722,,,,,,,,6/10/2016
610,10/10/1918,,USA,USAAS,1st Pursuit Wing,Spad XIII,,,,,,54,20 Kg,2376,,,,,France,,Lisle-en-Barrois,48.896582,5.125722,,,,,,,,6/10/2016
611,10/10/1918,,USA,USAAS,1st Pursuit Wing,Spad XIII,,,,,,24,10 Kg,528,,,,,France,,Lisle-en-Barrois,48.896582,5.125722,,,,,,,,6/10/2016
612,10/10/1918,,France,GAR,Night Bombardment Grp,Caproni,,,,12,,,,11497.2,958.1,,,"""Longoyon (2.25 tons), Dommary-Baroncourt(2.25 tons), Auden-le-Roman (1 ton)""",France,Transportation Facilities (Rail),Villeneuve-les-Vertus,48.905278,4.001944,,,,,,,,6/10/2016
613,10/11/1918,,France,GAR,Night Bombardment Grp,Caproni,,,,9,,,,6635.2,737.2444444,,,"""Longoyon, Etain, Commary, Baroncourt, Spincourt""",France,,Villeneuve-les-Vertus,48.905278,4.001944,,,,,,,,6/10/2016
614,10/15/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,1,,,,224,224,49.115461,6.175875,Frescaty,France,Aerodrome,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
615,10/18/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,75,,10/18/1918 13:45:00,14,,108,90 mm,2138.4,152.7428571,49.395882,5.006367,Bayonville,France,,Maulan,48.67381826,5.24807453,Bursts rather short in the town and over,"""Antiaircraft active and accurate.  10 enemy aircraft, apparently Pfalz seen between Grand Pre and Bouzancy.  3 encountered in one combat at 15:35.  Red noses, black bodies, and wings, white tail, white zig zag stripes on fuselage, engaged by our Spads.  2""","""Ligny, Chambut(?)-sur-Acrid, Souilly, Montfaucon, Bayonville""",None,3 planes not returned.  One had forced landing at Nouvilly.  One forced landingat Clermont and the third at Evres.,Good,13650,6/10/2016
616,10/18/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,75,,10/18/1918 13:45:00,14,,6,155 mm Demolition,660,47.14285714,49.395882,5.006367,Bayonville,France,Town,Maulan,48.67381826,5.24807453,Bursts rather short in the town and over,"""Antiaircraft active and accurate.  10 enemy aircraft, apparently Pfalz seen between Grand Pre and Bouzancy.  3 encountered in one combat at 15:35.  Red noses, black bodies, and wings, white tail, white zig zag stripes on fuselage, engaged by our Spads.  2""","""Ligny, Chambut(?)-sur-Acrid, Souilly, Montfaucon, Bayonville""",None,3 planes not returned.  One had forced landing at Nouvilly.  One forced landingat Clermont and the third at Evres.,Good,13650,6/10/2016
617,10/18/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,75,,10/18/1918 13:45:00,14,,2,155 mm Penetration,220,15.71428571,49.395882,5.006367,Bayonville,France,Town,Maulan,48.67381826,5.24807453,Bursts rather short in the town and over,"""Antiaircraft active and accurate.  10 enemy aircraft, apparently Pfalz seen between Grand Pre and Bouzancy.  3 encountered in one combat at 15:35.  Red noses, black bodies, and wings, white tail, white zig zag stripes on fuselage, engaged by our Spads.  2""","""Ligny, Chambut(?)-sur-Acrid, Souilly, Montfaucon, Bayonville""",None,3 planes not returned.  One had forced landing at Nouvilly.  One forced landingat Clermont and the third at Evres.,Good,13650,6/10/2016
618,10/18/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,75,,10/18/1918 13:45:00,14,,4,115 mm Long,176,12.57142857,49.395882,5.006367,Bayonville,France,Town,Maulan,48.67381826,5.24807453,Bursts rather short in the town and over,"""Antiaircraft active and accurate.  10 enemy aircraft, apparently Pfalz seen between Grand Pre and Bouzancy.  3 encountered in one combat at 15:35.  Red noses, black bodies, and wings, white tail, white zig zag stripes on fuselage, engaged by our Spads.  2""","""Ligny, Chambut(?)-sur-Acrid, Souilly, Montfaucon, Bayonville""",None,3 planes not returned.  One had forced landing at Nouvilly.  One forced landingat Clermont and the third at Evres.,Good,13650,6/10/2016
619,10/18/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,75,,10/18/1918 13:45:00,14,,16,incendiary,0,0,49.395882,5.006367,Bayonville,France,Town,Maulan,48.67381826,5.24807453,Bursts rather short in the town and over,"""Antiaircraft active and accurate.  10 enemy aircraft, apparently Pfalz seen between Grand Pre and Bouzancy.  3 encountered in one combat at 15:35.  Red noses, black bodies, and wings, white tail, white zig zag stripes on fuselage, engaged by our Spads.  2""","""Ligny, Chambut(?)-sur-Acrid, Souilly, Montfaucon, Bayonville""",None,3 planes not returned.  One had forced landing at Nouvilly.  One forced landingat Clermont and the third at Evres.,Good,13650,6/10/2016
620,10/18/1918,Argonne-Meuse,USA,USAAS,20th Aero Squadron,Liberty DH 4,75,,10/18/1918 14:10:00,11,,16,155 mm Demolition,1760,160,49.395882,5.006367,Bayonville,France,,Maulan,48.67381826,5.24807453,"""Bombs were dropped on Northwest part of town; no bursts were observed, visibility poor.""",Antiaircraft was light and inaccurate,"""Clermont, Touilly, Montfaucon, Bayonville, St. Memheuld, Maulan""","""None, visibility poor""",None,Poor (hazy over objective),12000,6/10/2016
621,10/18/1918,Argonne-Meuse,USA,USAAS,166th Aero Squadron,Liberty DH 4,76,,10/18/1918 14:10:00,0,,12,155 mm Demolition,1320,,49.426347,4.955855,Buzancy,France,,Maulan,48.67381826,5.24807453,None Observed; Visibility too poor to observe things on the ground,"""Antiaircraft inaccurarte and not heavy.  Enemy Aircraft seemed to be waiting near the objective.  20 Pfalz and Fokkers encountered at Buzancy 15:25, 11,000 ft.  Blue top of upper wing and yellow body.""","""Suilly, Montifaucon, Bois de Barricourt, Buzancy""",None,None,Very Poor,12000,6/10/2016
622,10/18/1918,Argonne-Meuse,USA,USAAS,166th Aero Squadron,Liberty DH 4,76,,10/18/1918 14:10:00,0,,1000,rounds,24.86,,49.426347,4.955855,Buzancy,France,,Maulan,48.67381826,5.24807453,None Observed; Visibility too poor to observe things on the ground,"""Antiaircraft inaccurarte and not heavy.  Enemy Aircraft seemed to be waiting near the objective.  20 Pfalz and Fokkers encountered at Buzancy 15:25, 11,000 ft.  Blue top of upper wing and yellow body.""","""Suilly, Montifaucon, Bois de Barricourt, Buzancy""",None,None,Very Poor,12000,6/10/2016
623,10/18/1918,,UK,RAF,No. 99 Sqdn,Airco DH9A Day Bomber,,,Day,8,,,,1816,227,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
624,10/18/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,13,,,,2942,226.3076923,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
625,10/18/1918,,UK,RAF,No. 100 Sqdn,Hadley Page O/400,,,Night,1,,,,1792,1792,49.133333,9.983333,Saarburg,Germany,Railways,Xaffévillers,48.41122886,6.5995216,,,,,0,,8700,6/10/2016
626,10/18/1918,,USA,USAAS,1st Pursuit Wing,Spad XIII,,,,,,,,1320,,,,,France,,Lisle-en-Barrois,48.896582,5.125722,,,,,,,,6/10/2016
627,10/21/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,7,,,,1592,227.4285714,49.356794,6.167606,Thionville,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
628,10/21/1918,,UK,RAF,No. 99 Sqdn,Airco DH9A Day Bomber,,,Day,11,,,,2500,227.2727273,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
629,10/21/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,14,,,,3178,227,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
630,10/21/1918,,UK,RAF,No. 110 Sqdn,Airco DH9A Day Bomber,,,Day,5,,,,1592,318.4,50.1114451,8.6806154,Frankfurt,Germany,Railways & Factories,Bettoncourt,48.35622051,6.1545324,,,,,7,,10000,6/10/2016
631,10/21/1918,,UK,RAF,No. 97 Sqdn,Hadley Page O/400,,,Night,3,,,,5274,1758,49.4446997,7.7690041,Kaiserslautern,Germany,Railways,Xaffévillers,48.41122886,6.5995216,,,,,0,,6500,6/10/2016
632,10/21/1918,,UK,RAF,No. 100 Sqdn,Hadley Page O/400,,,Night,3,,,,4989,1663,49.762085,4.726096,"""Mezieres, Kaiserslautern""",Switzerland,Railways,Xaffévillers,48.41122886,6.5995216,,,,,0,,8700,6/10/2016
633,10/22/1918,,France,GAR,Night Bombardment Grp,Caproni,,,,6,,,,5200.8,866.8,,,"""Longoyon, Bouillespont, Stenay""",France,,Villeneuve-les-Vertus,48.905278,4.001944,,,,,,,,6/10/2016
634,10/23/1918,Argonne-Meuse,USA,USAAS,11th Aero Squadron,,77,,10/23/1918 8:45:00,8,,16,155 mm Demolition,1760,220,49.426347,4.955855,Buzancy,France,Railroad Yards,Maulan,48.67381826,5.24807453,Bursts observed in sheds of railroad yards northwest of Buzancy,"""Medium phosphorous archies.  6 enemy aircraft - 5 fokkers, 1 Albatross engaged at 10:00 south of Buzancy at 12,000 ft.  Fokkers: red nose, green body and white tail.  White wings, white tail; Albatross.  Black body.""","""Bar-le-Duc, Clermont, Grandpre, Obj and return.""",At Briquennay just northeast of town two dams were observed on river flooding country for about twenty square miles.,None,Fair,13000,6/10/2016
635,10/23/1918,Argonne-Meuse,USA,USAAS,11th Aero Squadron,,77,,10/23/1918 8:45:00,8,,1800,rounds,44.748,5.5935,49.426347,4.955855,Buzancy,France,Railroad Yards,Maulan,48.67381826,5.24807453,Bursts observed in sheds of railroad yards northwest of Buzancy,"""Medium phosphorous archies.  6 enemy aircraft - 5 fokkers, 1 Albatross engaged at 10:00 south of Buzancy at 12,000 ft.  Fokkers red nose, green body and white tail.  White wings, white tail abatross.  Black body.""","""Bar-le-Duc, Clermont, Grandpre, Obj and return.""",At Briquennay just northeast of town two dams were observed on river flooding country for about twenty square miles.,None,Fair,13000,6/10/2016
636,10/23/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,78,,10/23/1918 13:50:00,7,,68,90 mm,1346.4,192.3428571,49.427085,5.011414,Bois de la Folie,France,Road,Maulan,48.67381826,5.24807453,Bursts observed along the road in the woods at objective,"""Antiaircraft battery near Sivry-les-Busaney.  12 enemy aircraft seen 15:35-15:40, encountered seven, probably Pfalz in vicinity of Bousancy - Landres St Geourge at 3600m.  Blue bodies, red noses, white tails.""","""Ligny, Bar-le-Duc, St. Memeheuld, Grand Pre, objective, and return""",Fires observed at Barr and Harricourt 15:40,Lts Ten Eyck and Newell had a forced landing at Clermont and claim to have brought down 2 enemy planes.,Fair,13000,6/10/2016
637,10/23/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,78,,10/23/1918 13:50:00,7,,2,155 mm Penetration,220,31.42857143,49.427085,5.011414,Bois de la Folie,France,Road,Maulan,48.67381826,5.24807453,Bursts observed along the road in the woods at objective,"""Antiaircraft battery near Sivry-les-Busaney.  12 enemy aircraft seen 15:35-15:40, encountered seven, probably Pfalz in vicinity of Bousancy - Landres St Geourge at 3600m.  Blue bodies, red noses, white tails.""","""Ligny, Bar-le-Duc, St. Memeheuld, Grand Pre, objective, and return""",Fires observed at Barr and Harricourt 15:40,Lts Ten Eyck and Newell had a forced landing at Clermont and claim to have brought down 2 enemy planes.,Fair,13000,6/10/2016
638,10/23/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,78,,10/23/1918 13:50:00,7,,10,90 mm incendiary,198,28.28571429,49.427085,5.011414,Bois de la Folie,France,Road,Maulan,48.67381826,5.24807453,Bursts observed along the road in the woods at objective,"""Antiaircraft battery near Sivry-les-Busaney.  12 enemy aircraft seen 15:35-15:40, encountered seven, probably Pfalz in vicinity of Bousancy - Landres St Geourge at 3600m.  Blue bodies, red noses, white tails.""","""Ligny, Bar-le-Duc, St. Memeheuld, Grand Pre, objective, and return""",Fires observed at Barr and Harricourt 15:40,Lts Ten Eyck and Newell had a forced landing at Clermont and claim to have brought down 2 enemy planes.,Fair,13000,6/10/2016
639,10/23/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,78,,10/23/1918 13:50:00,7,,4,115 mm,176,25.14285714,49.427085,5.011414,Bois de la Folie,France,Road,Maulan,48.67381826,5.24807453,Bursts observed along the road in the woods at objective,"""Antiaircraft battery near Sivry-les-Busaney.  12 enemy aircraft seen 15:35-15:40, encountered seven, probably Pfalz in vicinity of Bousancy - Landres St Geourge at 3600m.  Blue bodies, red noses, white tails.""","""Ligny, Bar-le-Duc, St. Memeheuld, Grand Pre, objective, and return""",Fires observed at Barr and Harricourt 15:40,Lts Ten Eyck and Newell had a forced landing at Clermont and claim to have brought down 2 enemy planes.,Fair,13000,6/10/2016
640,10/23/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,78,,10/23/1918 13:50:00,7,,2170,rounds,53.9462,7.7066,49.427085,5.011414,Bois de la Folie,France,Road,Maulan,48.67381826,5.24807453,Bursts observed along the road in the woods at objective,"""Antiaircraft battery near Sivry-les-Busaney.  12 enemy aircraft seen 15:35-15:40, encountered seven, probably Pfalz in vicinity of Bousancy - Landres St Geourge at 3600m.  Blue bodies, red noses, white tails.""","""Ligny, Bar-le-Duc, St. Memeheuld, Grand Pre, objective, and return""",Fires observed at Barr and Harricourt 15:40,Lts Ten Eyck and Newell had a forced landing at Clermont and claim to have brought down 2 enemy planes.,Fair,13000,6/10/2016
641,10/23/1918,Argonne-Meuse,USA,USAAS,96th Aero Squadron,Breguet 14 B2,78,,10/23/1918 13:50:00,7,,40,baby incendiaries,160,22.85714286,49.427085,5.011414,Bois de la Folie,France,Road,Maulan,48.67381826,5.24807453,Bursts observed along the road in the woods at objective,"""Antiaircraft battery near Sivry-les-Busaney.  12 enemy aircraft seen 15:35-15:40, encountered seven, probably Pfalz in vicinity of Bousancy - Landres St Geourge at 3600m.  Blue bodies, red noses, white tails.""","""Ligny, Bar-le-Duc, St. Memeheuld, Grand Pre, objective, and return""",Fires observed at Barr and Harricourt 15:40,Lts Ten Eyck and Newell had a forced landing at Clermont and claim to have brought down 2 enemy planes.,Fair,13000,6/10/2016
642,10/23/1918,Argonne-Meuse,USA,USAAS,20th Aero Squadron,Liberty DH 4,78,,10/23/1918 14:10:00,8,,15,155 mm Demolition,1650,206.25,49.427085,5.011414,Bois de la Folie,France,Barracks and woods,Maulan,48.67381826,5.24807453,None were observed on account of combat.  Bombs were dropped on road between Thenergues and Sivery les Buzancy,"""Antiaircraft was light and inaccurate near the lines as the formation came out. 15 EA encountered 15:25 to 15:40 at 12,900 ft. near Bayonville.  Fokkers had black and white stripes on wings and fuselage, attacked very aggressively, some of them carried fo""","""Bar-le-Duc, Grand Pre, Sivery les Buzancy, Varrennes, Maulan""",None,"""2nd Lieut. J.H. Weimer (P) & 1st Lieut H/e/ Turner, Missing, believed to have gone down in flames, region of Bayonville at 3:30 pm Oct 23, 1918.  1st Lieut W.F. Frank (O) slightly wounded.  Capt O.G. Sellers(P) and 1st Lieut W.H. Bunkley (O) have not retu""",Fair,13000,6/10/2016
643,10/23/1918,Argonne-Meuse,USA,USAAS,20th Aero Squadron,Liberty DH 4,78,,10/23/1918 14:10:00,8,,3000,rounds,72.9,9.1125,49.427085,5.011414,Bois de la Folie,France,Barracks and woods,Maulan,48.67381826,5.24807453,None were observed on account of combat.  Bombs were dropped on road between Thenergues and Sivery les Buzancy,"""Antiaircraft was light and inaccurate near the lines as the formation came out. 15 EA encountered 15:25 to 15:40 at 12,900 ft. near Bayonville.  Fokkers had black and white stripes on wings and fuselage, attacked very aggressively, some of them carried fo""","""Bar-le-Duc, Grand Pre, Sivery les Buzancy, Varrennes, Maulan""",None,"""2nd Lieut. J.H. Weimer (P) & 1st Lieut H/e/ Turner, Missing, believed to have gone down in flames, region of Bayonville at 3:30 pm Oct 23, 1918.  1st Lieut W.F. Frank (O) slightly wounded.  Capt O.G. Sellers(P) and 1st Lieut W.H. Bunkley (O) have not retu""",Fair,13000,6/10/2016
644,10/23/1918,Argonne-Meuse,USA,USAAS,166th Aero Squadron,Liberty DH 4,79,,10/23/1918 14:15:00,6,,11,155 mm Penetration,1210,201.6666667,49.404405,5.059734,Bois de Barricourt,France,,Maulan,48.67381826,5.24807453,None were observed,"""Antiaircraft light.  Capt Victor Parks Jr. and 2Lt L.A. Ward crashed on taking off and lost formation.  They took another plane but were unable to overtake the formation, so bombed Morganoulin, atitude 7000 ft.  1500 rounds fired, 2 enemy aircraft seen to""","""Bar-le-Duc, Clermont, St. Juvin, Bois de Barricourt""",None,None,,10000,6/10/2016
